Player,Season_1,Season_2,Season_3,Season_4,Season_5,Season_6,Season_7,Season_8,Season_9,Season_10,Season_11,Season_12,Season_13,Season_14,Season_15,Season_16,Season_17,Season_18,Season_19,Season_20,Season_21,Season_22,Season_23,Season_24,Season_25
Kelly Olynyk,0,18,20,185,249,249,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379
Danny Granger,49,49,49,49,49,157,344,344,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378
Evan Mobley,0,49,241,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378
Jordan Farmar,32,151,245,350,350,350,350,350,350,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377
Luke Walton,32,32,117,153,278,358,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376
Ernie Grunfeld,38,38,49,301,301,349,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375
Grant Long,0,0,0,37,37,86,127,241,266,266,371,371,371,371,373,373,373,373,373,373,373,373,373,373,373
Greg Ostertag,53,147,211,255,285,293,320,366,366,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372
Caris LeVert,0,0,105,186,186,186,261,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372
Nazr Mohammed,0,0,0,0,0,41,204,240,245,245,245,269,301,319,365,365,369,371,371,371,371,371,371,371,371
Andrew Bogut,43,43,43,43,43,43,43,129,129,218,319,319,319,371,371,371,371,371,371,371,371,371,371,371,371
Royce O'Neale,78,131,170,294,331,351,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371
Jim Washington,4,28,114,114,177,257,322,365,365,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369
Kenny Carr,6,49,49,49,49,119,193,309,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368
Carl Landry,34,131,131,226,226,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368
Markieff Morris,0,0,0,0,0,157,216,235,359,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368
Jerami Grant,0,0,46,89,147,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368
Dave Gambee,0,0,100,156,188,257,319,349,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367
Lewis Lloyd,0,0,0,86,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367
Will Perdue,14,54,124,169,194,194,244,318,318,354,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367
Zaza Pachulia,0,0,0,0,29,105,156,195,195,195,195,235,268,345,362,367,367,367,367,367,367,367,367,367,367
John Collins,0,0,0,250,297,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
Trent Tucker,26,117,117,117,117,142,213,273,297,311,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364
Luguentz Dort,75,75,75,75,182,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364
Kevin Porter (1950),12,87,331,331,347,347,347,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363
Torrey Craig,0,92,178,265,285,356,356,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362
Clyde Lee,40,154,181,181,205,229,346,346,346,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360
Tree Rollins,16,67,109,109,116,145,170,170,229,269,322,337,345,349,349,349,353,360,360,360,360,360,360,360,360
Fred Hetzel,0,124,312,312,347,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359
Shandon Anderson,83,217,321,321,321,321,321,338,346,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359
Terrence Ross,0,35,63,189,189,189,255,337,337,337,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359
Earl Lloyd,0,0,15,82,209,274,305,315,341,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358
Naz Reid,0,0,24,24,201,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357
Robert Williams,4,52,71,202,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355
Darrall Imhoff,0,0,0,0,33,74,104,218,309,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354
M.L. Carr,28,28,28,110,212,301,307,345,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354
Reggie King,25,344,344,344,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354
Gerald Green,0,0,0,11,11,11,11,66,66,66,106,203,310,349,349,349,349,349,349,349,349,349,349,349,349
De'Andre Hunter,0,54,160,260,260,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348
John Battle,11,64,145,194,194,252,341,341,343,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347
Rodney Hood,0,0,98,189,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347
Grant Williams,47,64,271,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347
Quinn Buckner,0,101,101,144,207,207,239,315,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346
Kenny Anderson,8,8,71,71,71,139,139,139,139,139,331,342,346,346,346,346,346,346,346,346,346,346,346,346,346
Darrell Armstrong,0,0,57,57,116,116,169,230,296,320,338,346,346,346,346,346,346,346,346,346,346,346,346,346,346
Blair Rasmussen,111,160,298,298,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345
Channing Frye,0,0,0,12,143,143,143,143,143,143,257,345,345,345,345,345,345,345,345,345,345,345,345,345,345
Kyle Anderson,0,23,106,133,133,133,175,247,281,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345
Neil Johnston,16,16,16,16,219,257,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344
Isaiah Rider,0,0,0,53,130,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344
Vladimir Radmanovic,38,38,38,70,167,167,335,335,335,335,335,344,344,344,344,344,344,344,344,344,344,344,344,344,344
Brad Davis,0,0,0,0,0,0,81,122,199,232,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341
Dell Curry,0,2,2,2,2,2,101,101,152,152,166,218,227,234,312,340,340,340,340,340,340,340,340,340,340
Brendan Haywood,0,0,0,106,149,162,234,234,270,326,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339
Gary Neal,46,151,294,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339
Bob Harrison,42,96,170,230,230,230,296,328,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338
Joe Smith,0,0,0,30,48,48,61,75,141,141,179,179,265,337,337,337,337,337,337,337,337,337,337,337,337
Dick Van Arsdale,0,46,59,59,174,174,174,174,174,174,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
Aaron Brooks,25,243,243,243,243,273,273,327,327,332,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
Paolo Banchero,0,189,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
Howard Porter,19,46,106,158,275,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335
Gary Harris,0,0,0,0,199,303,303,303,303,328,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335
Slick Leonard,107,107,265,323,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334
Jamaal Magloire,39,137,206,283,283,328,328,328,330,330,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334
Kristaps Porzingis,0,0,0,0,71,163,163,163,249,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334
Malik Beasley,0,0,113,113,113,164,197,250,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334
Isaiah Hartenstein,4,4,4,4,38,148,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334
Cuttino Mobley,28,28,28,28,28,100,174,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333
Jarrett Allen,0,55,96,96,96,143,211,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332
Campy Russell,0,177,230,285,285,285,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331
Damon Jones,0,0,0,43,43,93,274,298,324,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330
Jim Krebs,0,94,145,191,273,315,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329
Flynn Robinson,50,151,151,279,279,324,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328
Derrick Favors,0,47,47,47,47,47,130,232,291,291,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328
Albert King,40,82,220,286,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327
Mike Scott,13,79,129,194,194,259,315,321,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327
Jon Barry,0,0,0,0,0,0,40,79,95,175,245,266,326,326,326,326,326,326,326,326,326,326,326,326,326
Mike Newlin,0,0,0,130,130,301,301,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325
Sasha Vujacic,0,42,53,224,293,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324
Chick Halbert,155,304,304,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323
Curtis Rowe,0,0,58,102,237,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323
CJ Miles,0,1,13,30,174,174,174,174,174,174,198,227,323,323,323,323,323,323,323,323,323,323,323,323,323
George Senesky,109,238,250,264,279,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322
Jim Chones,0,105,144,174,174,293,317,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322
Kendall Gill,0,0,156,223,248,248,248,291,291,291,291,291,322,322,322,322,322,322,322,322,322,322,322,322,322
Pep Saul,18,27,174,260,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321
Ray Scott,173,236,236,236,236,236,236,289,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321
Jim Barnett,14,14,39,39,39,147,290,290,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321
Spud Webb,110,141,247,255,255,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321
Jim Loscutoff,29,109,109,198,198,235,301,316,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320
Bob Ferry,24,125,225,273,273,289,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320
Dee Brown (1968),134,182,227,227,302,302,302,302,302,302,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320
Marreese Speights,9,9,13,59,59,103,140,274,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320
Ronald Murray,0,0,12,117,147,147,277,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319
Daniel Gibson,165,264,311,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318
Patrick Patterson,0,0,0,73,114,267,301,309,309,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318
Mel Hutchins,0,0,42,200,293,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316
Vin Baker,0,0,0,0,158,158,228,228,294,294,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316
Mike Bratz,2,161,265,265,308,308,308,308,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315
Donyell Marshall,0,0,0,0,0,0,52,109,109,109,109,232,299,299,315,315,315,315,315,315,315,315,315,315,315
Jason Collins,49,166,206,217,248,276,276,276,282,303,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315
Jarrett Jack,0,0,0,0,0,35,35,241,241,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315
Alec Burks,26,26,26,26,26,26,108,108,150,220,220,220,309,315,315,315,315,315,315,315,315,315,315,315,315
JaMychal Green,2,29,73,73,139,218,272,292,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315
Jeff Ruland,119,119,215,285,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313
Darnell Valentine,0,85,177,292,292,292,292,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313
Cliff Levingston,0,40,40,92,120,180,196,196,241,305,305,305,312,312,312,312,312,312,312,312,312,312,312,312,312
Tom Burleson,186,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311
DJ Augustin,0,17,17,17,115,181,181,181,181,181,245,311,311,311,311,311,311,311,311,311,311,311,311,311,311
Robin Lopez,0,47,47,47,47,157,183,183,259,259,259,265,302,302,310,310,310,310,310,310,310,310,310,310,310
Chucky Atkins,0,0,113,216,270,270,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309
Kevin Huerter,0,0,199,245,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309
Bob Gross,0,268,268,268,280,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307
Adrian Smith,21,118,139,196,261,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306
Bison Dele,0,0,111,135,135,251,251,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304
Mickey Johnson,2,2,84,84,84,84,166,285,285,285,285,302,302,302,302,302,302,302,302,302,302,302,302,302,302
Armen Gilliam,0,73,73,208,208,208,250,250,250,250,250,267,302,302,302,302,302,302,302,302,302,302,302,302,302
Ray Felix,0,17,17,17,17,43,95,217,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301
David Wingate,41,41,41,132,146,146,165,165,197,216,293,301,301,301,301,301,301,301,301,301,301,301,301,301,301
Bucky Bockhorn,0,0,0,68,203,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
Moe Harkless,0,0,0,121,150,166,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
Andres Nocioni,77,211,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299
Christian Braun,61,122,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299
Raef LaFrentz,0,0,0,90,250,250,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298
Drazen Petrovic,122,122,219,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297
Aaron Williams,0,0,0,0,2,2,2,2,132,255,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297
Derrick Jones,0,0,0,22,26,45,45,245,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296
Norris Cole,34,163,255,290,290,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295
Nikola Vucevic,1,1,1,1,1,1,1,57,197,197,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294
Jamaal Tinsley,18,69,198,276,278,278,278,278,278,278,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293
Gene Banks,64,239,239,239,261,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292
Frank Johnson,109,109,166,181,181,189,207,217,217,217,217,287,290,290,290,290,290,290,290,290,290,290,290,290,290
Nenad Krstic,73,235,235,235,235,278,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290
Will Barton,0,45,45,45,45,45,172,172,221,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290
Landry Shamet,46,114,164,216,264,264,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290
Butch Beard,81,81,81,81,81,235,235,235,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289
Shannon Brown,0,0,103,216,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288
Nickeil Alexander-Walker,0,0,5,47,163,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288
Randy Breuer,25,69,187,227,246,285,285,285,285,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287
Erick Dampier,0,0,0,0,0,0,0,0,91,186,191,209,266,271,271,287,287,287,287,287,287,287,287,287,287
Keyon Dooling,0,0,0,0,110,110,139,205,205,205,205,260,287,287,287,287,287,287,287,287,287,287,287,287,287
Alex Hannum,93,135,175,186,225,225,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286
PJ Washington,0,0,0,0,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286
Steve Kuberski,0,0,128,173,188,188,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285
Billy Kenville,116,186,234,238,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284
Dick Garmaker,30,95,95,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284
Vern Fleming,0,0,49,49,49,89,136,157,187,282,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284
Michael Redd,0,0,58,148,148,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284
Maxi Kleber,0,0,40,77,234,234,282,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284
RJ Barrett,0,72,72,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284
Mike Dunleavy,0,0,0,0,0,0,0,0,25,25,74,140,271,271,283,283,283,283,283,283,283,283,283,283,283
Micheal Ray Richardson,0,0,23,23,42,227,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282
Nick Weatherspoon,20,195,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281
Mason Plumlee,22,34,111,111,111,175,221,221,221,262,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281
Whitey Skoog,0,64,160,251,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280
Maurice Evans,0,0,0,18,71,96,186,254,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279
Matthew Dellavedova,0,143,221,267,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279
Arnie Johnson,38,58,215,254,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278
Mark Bryant,0,42,76,99,138,148,150,204,215,255,255,255,257,278,278,278,278,278,278,278,278,278,278,278,278
Wesley Person,96,153,231,263,263,263,263,263,263,263,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278
Marquis Daniels,79,151,219,219,219,219,236,236,266,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278
Montrezl Harrell,3,8,8,118,254,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277
Kleggie Hermsen,0,121,256,274,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276
Kyle Kuzma,0,0,209,247,247,247,247,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276
John Tresvant,0,0,0,0,0,65,215,262,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
Sam Lacey,0,0,0,0,57,57,57,57,104,124,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
Nate Robinson,0,0,0,0,71,79,79,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
Rudy Gay,0,0,0,0,0,133,133,133,133,133,133,194,272,272,272,272,272,272,272,272,272,272,272,272,272
Kevin Gamble,0,8,14,80,216,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271
Robert Covington,0,0,0,0,81,81,215,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271
Hot Rod Hundley,0,52,158,238,261,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270
Clemon Johnson,14,14,29,29,79,87,129,203,263,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270
Juwan Howard,0,0,56,56,56,56,190,190,190,190,190,190,225,226,226,246,263,270,270,270,270,270,270,270,270
Greg Smith (1947),0,107,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269
Herm Gilliam,0,0,66,137,137,137,154,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269
